	Knot_type	Source	ID
287	3_1	KnotProt	6b00
288	3_1	KnotProt	1raz
289	3_1	KnotProt	5u0e
290	3_1	KnotProt	5ll9
291	3_1	KnotProt	4m2u
292	3_1	KnotProt	4r5a
293	3_1	KnotProt	2fnk
294	3_1	KnotProt	5fnm
295	3_1	KnotProt	4iwz
296	3_1	KnotProt	4ht2
297	3_1	KnotProt	3s74
298	3_1	KnotProt	5g0b
299	3_1	KnotProt	4e4a
300	3_1	KnotProt	2fnm
301	3_1	KnotProt	3r16
302	3_1	KnotProt	5ty8
303	3_1	KnotProt	5g0c
304	3_1	KnotProt	1fsr
305	3_1	KnotProt	6g98
306	3_1	KnotProt	5dvx
307	3_1	KnotProt	5amd
308	3_1	KnotProt	4qef
309	3_1	KnotProt	4hew
310	3_1	KnotProt	4k1q
311	3_1	KnotProt	3oku
312	3_1	KnotProt	5brw
313	3_1	KnotProt	5wex
314	3_1	KnotProt	4q06
315	3_1	KnotProt	3p5a
316	3_1	KnotProt	5je7
317	3_1	KnotProt	5ekm
318	3_1	KnotProt	4z1j
319	3_1	KnotProt	3oys
320	3_1	KnotProt	1z93
321	3_1	KnotProt	5kzk
322	3_1	KnotProt	3ml2
323	3_1	KnotProt	5t71
324	3_1	KnotProt	5wlr
325	3_1	KnotProt	6d1l
326	3_1	KnotProt	3vbd
327	3_1	KnotProt	5jeh
328	3_1	KnotProt	4q90
329	3_1	KnotProt	2nns
330	3_1	KnotProt	3myq
331	3_1	KnotProt	3m1q
332	3_1	KnotProt	2hfx
333	3_1	KnotProt	5tuo
334	3_1	KnotProt	4e3f
335	3_1	KnotProt	4e3g
336	3_1	KnotProt	2x7t
337	3_1	KnotProt	2ili
338	3_1	KnotProt	4fik
339	3_1	KnotProt	3p55
340	3_1	KnotProt	2nwz
341	3_1	KnotProt	3uyn
342	3_1	KnotProt	2eu2
343	3_1	KnotProt	5l0z
344	3_1	KnotProt	5a19
345	3_1	KnotProt	4k1c
346	3_1	KnotProt	3l05
347	3_1	KnotProt	3l06
348	3_1	KnotProt	3l8u
349	3_1	KnotProt	3m4j
350	3_1	KnotProt	3m4n
351	3_1	KnotProt	3m5c
352	3_1	KnotProt	3m5d
353	3_1	KnotProt	3l04
354	3_1	KnotProt	3mlg
355	3_1	KnotProt	3n4j
356	3_1	KnotProt	3n4k
357	3_1	KnotProt	3nk6
358	3_1	KnotProt	3nk7
359	3_1	KnotProt	3o0p
360	3_1	KnotProt	3o7b
361	3_1	KnotProt	3oii
362	3_1	KnotProt	3mt5
363	3_1	KnotProt	3oij
364	3_1	KnotProt	3l02
365	3_1	KnotProt	3kzn
366	3_1	KnotProt	3ifw
367	3_1	KnotProt	3ilk
368	3_1	KnotProt	3iml
369	3_1	KnotProt	3irt
370	3_1	KnotProt	3jxf
371	3_1	KnotProt	3jxg
372	3_1	KnotProt	3jxh
373	3_1	KnotProt	3kzo
374	3_1	KnotProt	3jyw
375	3_1	KnotProt	3kty
376	3_1	KnotProt	3kvf
377	3_1	KnotProt	3kw2
378	3_1	KnotProt	3kw5
379	3_1	KnotProt	3ky7
380	3_1	KnotProt	3kzc
381	3_1	KnotProt	3kzk
382	3_1	KnotProt	3knu
383	3_1	KnotProt	3oin
384	3_1	KnotProt	3onp
385	3_1	KnotProt	3q98
386	3_1	KnotProt	4jwh
387	3_1	KnotProt	4jwj
388	3_1	KnotProt	4kdz
389	3_1	KnotProt	4kgn
390	3_1	KnotProt	4kjr
391	3_1	KnotProt	4kpp
392	3_1	KnotProt	4l69
393	3_1	KnotProt	4jwf
394	3_1	KnotProt	4l7i
395	3_1	KnotProt	4lrv
396	3_1	KnotProt	4mcd
397	3_1	KnotProt	4o6d
398	3_1	KnotProt	4o6d
399	3_1	KnotProt	4odj
400	3_1	KnotProt	4l4q
401	3_1	KnotProt	4n2x
402	3_1	KnotProt	4le5
403	3_1	KnotProt	4jak
404	3_1	KnotProt	4i6n
405	3_1	KnotProt	4h6v
406	3_1	KnotProt	3quv
407	3_1	KnotProt	3rii
408	3_1	KnotProt	3ris
409	3_1	KnotProt	3rv2
410	3_1	KnotProt	3s82
411	3_1	KnotProt	3sig
412	3_1	KnotProt	3sij
413	3_1	KnotProt	3tde
414	3_1	KnotProt	3ulk
415	3_1	KnotProt	3v5u
416	3_1	KnotProt	3znc
417	3_1	KnotProt	4dm9
418	3_1	KnotProt	4e8b
419	3_1	KnotProt	4fak
420	3_1	KnotProt	4fmw
421	3_1	KnotProt	4gge
422	3_1	KnotProt	4h3z
423	3_1	KnotProt	3ief
424	3_1	KnotProt	1uch
425	3_1	KnotProt	3ic6
426	3_1	KnotProt	3fw3
427	3_1	KnotProt	1qm4
428	3_1	KnotProt	1rg9
429	3_1	KnotProt	1to0
430	3_1	KnotProt	1uaj
431	3_1	KnotProt	1ual
432	3_1	KnotProt	1uam
433	3_1	KnotProt	1v2x
434	3_1	KnotProt	1p9p
435	3_1	KnotProt	1v6z
436	3_1	KnotProt	1vhk
437	3_1	KnotProt	1vhy
438	3_1	KnotProt	1x7o
439	3_1	KnotProt	1x7p
440	3_1	KnotProt	1xd3
441	3_1	KnotProt	1xra
442	3_1	KnotProt	1xrb
443	3_1	KnotProt	1vh0
444	3_1	KnotProt	1xrc
445	3_1	KnotProt	1p7l
446	3_1	KnotProt	1o93
447	3_1	KnotProt	1by7
448	3_1	KnotProt	1cmx
449	3_1	KnotProt	1f48
450	3_1	KnotProt	1fug
451	3_1	KnotProt	1gz0
452	3_1	KnotProt	1js1
453	3_1	KnotProt	1k3r
454	3_1	KnotProt	1o9t
455	3_1	KnotProt	1mxa
456	3_1	KnotProt	1mxc
457	3_1	KnotProt	1mxi
458	3_1	KnotProt	1ns5
459	3_1	KnotProt	1nxz
460	3_1	KnotProt	1o6d
461	3_1	KnotProt	1o90
462	3_1	KnotProt	1o92
463	3_1	KnotProt	1mxb
464	3_1	KnotProt	1y7w
465	3_1	KnotProt	1yh1
466	3_1	KnotProt	1yrl
467	3_1	KnotProt	2we6
468	3_1	KnotProt	2yfk
469	3_1	KnotProt	2yy8
470	3_1	KnotProt	2z0y
471	3_1	KnotProt	2znc
472	3_1	KnotProt	3a7s
473	3_1	KnotProt	3ai9
474	3_1	KnotProt	2wdt
475	3_1	KnotProt	3aia
476	3_1	KnotProt	3bbd
477	3_1	KnotProt	3bbe
478	3_1	KnotProt	3bbh
479	3_1	KnotProt	3dcm
480	3_1	KnotProt	3e5y
481	3_1	KnotProt	3ed7
482	3_1	KnotProt	3f7b
483	3_1	KnotProt	3b1b
484	3_1	KnotProt	2v3k
485	3_1	KnotProt	2v3j
486	3_1	KnotProt	2rh3
487	3_1	KnotProt	1zjr
488	3_1	KnotProt	1znc
489	3_1	KnotProt	2cx8
490	3_1	KnotProt	2egv
491	3_1	KnotProt	2egw
492	3_1	KnotProt	2etl
493	3_1	KnotProt	2fg6
494	3_1	KnotProt	2g7m
495	3_1	KnotProt	2ha8
496	3_1	KnotProt	2hfy
497	3_1	KnotProt	2i6d
498	3_1	KnotProt	2k0a
499	3_1	KnotProt	2o3a
500	3_1	KnotProt	2obv
501	3_1	KnotProt	2p02
502	3_1	KnotProt	2qmm
503	3_1	KnotProt	2qwv
504	3_1	KnotProt	3gyq
505	3_1	KnotProt	3wj8
506	3_1	KnotProt	2fg7
507	3_1	KnotProt	4yvi
508	3_1	KnotProt	4etq
509	3_1	KnotProt	3kld
510	3_1	KnotProt	3s97
511	3_1	KnotProt	5fai
512	3_1	KnotProt	3ihr
513	3_1	KnotProt	3cwo
514	3_1	KnotProt	4j3c
515	3_1	KnotProt	4cnd
516	3_1	KnotProt	4cne
517	3_1	KnotProt	4cnf
518	3_1	KnotProt	4cng
519	3_1	KnotProt	3v5s
520	3_1	KnotProt	4uel
521	3_1	KnotProt	4yvj
522	3_1	KnotProt	5a7y
523	3_1	KnotProt	5e5r
524	3_1	KnotProt	5syb
525	3_1	KnotProt	5cjl
526	3_1	KnotProt	5t8s
527	3_1	KnotProt	5t8t
528	3_1	KnotProt	4ig7
529	3_1	KnotProt	4ktt
530	3_1	KnotProt	4ktt
531	3_1	KnotProt	4uem
532	3_1	KnotProt	5c77
533	3_1	KnotProt	5jpq
534	3_1	KnotProt	3j7y
535	3_1	KnotProt	4wlq
536	3_1	KnotProt	4x3l
537	3_1	KnotProt	4wlr
538	3_1	KnotProt	4ws9
539	3_1	KnotProt	5c74
540	3_1	KnotProt	5a7z
541	3_1	KnotProt	5a7t
542	3_1	KnotProt	5a1i
543	3_1	KnotProt	4uf6
544	3_1	KnotProt	5hwy
545	3_1	KnotProt	5co4
546	3_1	KnotProt	5apg
547	3_1	KnotProt	4uf5
548	3_1	KnotProt	5ap8
549	3_1	KnotProt	4yqd
550	3_1	KnotProt	4yqt
551	3_1	KnotProt	4yqs
552	3_1	KnotProt	4x3m
553	3_1	KnotProt	4rg1
554	3_1	KnotProt	4yqr
555	3_1	KnotProt	4v1a
556	3_1	KnotProt	4v1a
557	3_1	KnotProt	4ypx
558	3_1	KnotProt	3j7y
559	3_1	KnotProt	4ktt
560	3_1	KnotProt	4ktt
561	3_1	KnotProt	4ktv
562	3_1	KnotProt	4l2z
563	3_1	KnotProt	4mcb
564	3_1	KnotProt	4mcc
565	3_1	KnotProt	5h5e
566	3_1	KnotProt	5ipz
567	3_1	KnotProt	5twk
568	3_1	KnotProt	4jkj
569	3_1	KnotProt	5twj
570	3_1	KnotProt	2len
571	3_1	KnotProt	4jkj
572	3_1	KnotProt	4jal
573	3_1	KnotProt	5lqw
574	3_1	KnotProt	5gra
575	3_1	KnotProt	5oom
576	3_1	KnotProt	5oql
577	3_1	KnotProt	4yvg
578	3_1	KnotProt	5o95
579	3_1	KnotProt	5o96
580	3_1	KnotProt	4yvk
581	3_1	KnotProt	5wyr
582	3_1	KnotProt	5wyq
583	3_1	KnotProt	5wtu
584	3_1	KnotProt	4yvh
585	3_1	KnotProt	4ktv
586	3_1	KnotProt	5h9u
587	3_1	KnotProt	5h5f
588	3_1	KnotProt	3axz
589	3_1	KnotProt	5gm6
590	3_1	KnotProt	4ktv
591	3_1	KnotProt	5gm8
592	3_1	KnotProt	4ktv
593	3_1	KnotProt	5gmc
594	3_1	KnotProt	3so4
595	3_1	KnotProt	4ndn
596	3_1	KnotProt	5gmb
597	3_1	KnotProt	4ndn
598	3_1	KnotProt	4ndn
599	3_1	KnotProt	5ife
600	3_1	KnotProt	4k0b
601	3_1	KnotProt	4ndn
602	3_1	KnotProt	4pzk
603	3_1	KnotProt	4xbo
604	3_1	KnotProt	4jwg
605	3_1	KnotProt	3kzm
606	3_1	KnotProt	4h3y
607	3_1	KnotProt	4hpv
608	3_1	KnotProt	5e4r
609	3_1	KnotProt	4ig6
610	3_1	KnotProt	4pzk
611	3_1	KnotProt	4wlp
612	4_1	KnotProt	6pu2
613	4_1	KnotProt	2ool
614	4_1	KnotProt	6ptx
615	4_1	KnotProt	2o9b
616	4_1	KnotProt	6ptq
617	4_1	KnotProt	2o9c
618	4_1	KnotProt	3s7o
619	4_1	KnotProt	4zrr
620	4_1	KnotProt	5nwn
621	4_1	KnotProt	6fht
622	4_1	KnotProt	3bjx
623	4_1	KnotProt	5vik
624	4_1	KnotProt	4rq9
625	4_1	KnotProt	5lbr
626	4_1	KnotProt	5l8m
627	4_1	KnotProt	4z1w
628	4_1	KnotProt	5k5b
629	4_1	KnotProt	6bao
630	4_1	KnotProt	6bap
631	4_1	KnotProt	6bay
632	4_1	KnotProt	5hsq
633	4_1	KnotProt	5i5l
634	4_1	KnotProt	1yrl
635	4_1	KnotProt	1ztu
636	4_1	KnotProt	6baf
637	4_1	KnotProt	6bak
638	4_1	KnotProt	5nm3
639	4_1	KnotProt	2vea
640	4_1	KnotProt	4chj
641	4_1	KnotProt	4o01
642	4_1	KnotProt	4o01
643	4_1	KnotProt	6hc7
644	4_1	KnotProt	3nhq
645	4_1	KnotProt	4o0p
646	4_1	KnotProt	4o01
647	4_1	KnotProt	4o01
648	4_1	KnotProt	3s7q
649	4_1	KnotProt	3fr7
650	4_1	KnotProt	3ulk
651	4_1	KnotProt	4e04
652	4_1	KnotProt	4q0j
653	4_1	KnotProt	4gw9
654	4_1	KnotProt	1yve
655	4_1	KnotProt	5nfx
656	4_1	KnotProt	4cqh
657	4_1	KnotProt	4q0h
658	4_1	KnotProt	4q0i
659	4_1	KnotProt	3s7n
660	4_1	KnotProt	3s7p
661	4_1	KnotProt	3zq5
662	4_1	KnotProt	3nop
663	4_1	KnotProt	3not
664	4_1	KnotProt	4n2x
665	4_1	KnotProt	3nou
666	4_1	KnotProt	4ijg
667	4_1	KnotProt	4o8g
668	4_1	KnotProt	4o0p
669	4_1	KnotProt	4r6l
670	4_1	KnotProt	4y3i
671	4_1	KnotProt	3g6o
672	4_1	KnotProt	3c2w
673	4_1	KnotProt	4wkk
674	4_1	KnotProt	4y5f
675	4_1	KnotProt	3ibr
676	4_1	KnotProt	5viq
677	4_1	KnotProt	5c5k
678	4_1	KnotProt	4xtq
679	4_1	KnotProt	5mg0
680	4_1	KnotProt	5e4r
681	4_1	KnotProt	5viv
682	4_1	KnotProt	3wj8
683	5_2	KnotProt	4wlq
684	5_2	KnotProt	4wlp
685	5_2	KnotProt	4jkj
686	5_2	KnotProt	4uel
687	5_2	KnotProt	3a7s
688	5_2	KnotProt	4uem
689	5_2	KnotProt	2we6
690	5_2	KnotProt	2wdt
691	5_2	KnotProt	1uch
692	5_2	KnotProt	4uf5
693	5_2	KnotProt	2len
694	5_2	KnotProt	3kvf
695	5_2	KnotProt	4wlr
696	5_2	KnotProt	1xd3
697	5_2	KnotProt	3ihr
698	5_2	KnotProt	3irt
699	5_2	KnotProt	3ifw
700	5_2	KnotProt	4jkj
701	5_2	KnotProt	4ig7
702	5_2	KnotProt	4uf6
703	5_2	KnotProt	3ris
704	5_2	KnotProt	2etl
705	5_2	KnotProt	4dm9
706	5_2	KnotProt	4i6n
707	5_2	KnotProt	3kw5
708	5_2	KnotProt	3rii
709	6_1	KnotProt	4n2x
710	6_1	KnotProt	3wj8
711	6_1	KnotProt	3bjx
